pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HIP 41378,c,HIP 41378 c,Transit,0,5,31.70648,0.00024,-0.00019,0,,,,0,,,,0,87.5,2.2,-1.4,0,,,,0,,,,,0,,,,0,1,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378,d,HIP 41378 d,Transit,0,5,1114,,,1,,,,0,,,,0,89.93,0.025,-0.018,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378,e,HIP 41378 e,Transit,0,5,,,,0,,,,0,,,,0,89.91,0.22,-0.045,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378,f,HIP 41378 f,Transit,0,5,1084,,,1,,,,0,,,,0,89.98,0.009,-0.006,0,,,,0,,,,,0,,,,0,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 5158,b,HIP 5158 b,Radial Velocity,0,2,345.72,5.37,-5.37,0,0.89,,,0,0.52,0.08,-0.08,0,,,,,1.42,,,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.1,-0.1,0,51.68,0.1,-0.1,0,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,0.78,0.02,-0.02,0,,,,,2014-05-14,La Silla Observatory
HIP 5158,c,HIP 5158 c,Radial Velocity,0,2,9017.76,3180.74,-3180.74,0,7.7,1.88,-1.88,0,0.14,0.1,-0.1,0,,,,,15.04,10.55,-10.55,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.1,-0.1,0,51.68,0.1,-0.1,0,10.167,0.035,0,V (Johnson),9.802,,0,4962,89,-89,0,0.78,0.02,-0.02,0,,,,,2015-09-10,La Silla Observatory
HIP 54373,b,HIP 54373 b,Radial Velocity,0,2,7.76,0.003,-0.003,0,0.063,0.001,-0.001,0,0.2,0.11,-0.11,0,,,,0,0.02712,0.00579,-0.00579,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.38,0,0,V (Johnson),,,,4021,226,-146,0,0.57,0.03,-0.03,0,,,,0,2019-05-23,Las Campanas Observatory
HIP 54373,c,HIP 54373 c,Radial Velocity,0,2,15.144,0.008,-0.008,0,0.099,0.002,-0.002,0,0.2,0.12,-0.12,0,,,,0,0.03914,0.00664,-0.00664,0,Msini,,,,0,,,,0,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.38,0,0,V (Johnson),,,,4021,226,-146,0,0.57,0.03,-0.03,0,,,,0,2019-05-23,Las Campanas Observatory
HIP 57274,b,HIP 57274 b,Radial Velocity,0,3,8.1352,0.004,-0.004,0,0.07,0,0,0,0.19,0.1,-0.1,0,,,,0,0.02,0.01,-0.01,0,Msini,,,,0,,,,0,0,0,0,1,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,2018-09-06,W. M. Keck Observatory
HIP 57274,c,HIP 57274 c,Radial Velocity,0,3,32.03,0.02,-0.02,0,0.178,,,0,0.05,0.02,-0.02,0,,,,,0.40902,0.00944,-0.00944,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,2015-04-24,W. M. Keck Observatory
HIP 57274,d,HIP 57274 d,Radial Velocity,0,3,431.7,8.5,-8.5,0,1.01,,,0,0.27,0.05,-0.05,0,,,,,0.5267,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.98,0.04,0,V (Johnson),8.571,,0,4510,136,-136,0,0.29,0.3,-0.3,0,0.78,0.05,-0.05,0,2015-03-26,W. M. Keck Observatory
HIP 63242,b,HIP 63242 b,Radial Velocity,0,1,124.6,,,0,0.565,,,0,0.23,,,0,,,,,9.18,,,0,Msini,,,,,,,,,0,0,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,157.16,0.7,-0.7,0,157.16,0.7,-0.7,0,6.871,0.01,0,V (Johnson),6.565,,0,4830,100,-100,0,1.54,0.05,-0.05,0,,,,,2014-05-14,Multiple Observatories
HIP 65407,b,HIP 65407 b,Radial Velocity,0,2,28.125,0.019,-0.019,0,0.177,0.005,-0.005,0,0.14,0.07,-0.07,0,,,,,0.428,0.032,-0.032,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.5,4.6,-4.6,0,61.89,0.11,-0.11,0,9.42,0.02,0,V (Johnson),9.151,,0,5460,50,-50,0,0.93,0.07,-0.07,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 65407,c,HIP 65407 c,Radial Velocity,0,2,67.3,0.08,-0.08,0,0.316,0.008,-0.008,0,0.12,0.04,-0.04,0,,,,,0.784,0.054,-0.054,0,Msini,,,,,,,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.5,4.6,-4.6,0,61.89,0.11,-0.11,0,9.42,0.02,0,V (Johnson),9.151,,0,5460,50,-50,0,0.93,0.07,-0.07,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 65426,b,HIP 65426 b,Imaging,0,1,,,,0,92,,,0,,,,0,,,,0,9,3,-3,0,Mass,1.5,0.1,-0.1,0,,,,0,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459,111.4,3.8,-3.8,0,109.21,0.75,-0.75,0,6.982,0.01,0,V (Johnson),6.983,,0,8840,200,-200,0,1.96,0.04,-0.04,0,1.77,0.05,-0.05,0,2017-07-13,Paranal Observatory
HIP 65891,b,HIP 65891 b,Radial Velocity,0,1,1084.5,23.2,-23.2,0,2.81,0.09,-0.09,0,0.13,0.05,-0.05,0,,,,,6,0.49,-0.49,0,Msini,,,,,,,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,136.05,12.09,-10.27,0,150.95,0.65,-0.65,0,6.75,,0,V (Johnson),6.479,,0,5000,100,-100,0,2.5,0.21,-0.21,0,8.93,1.02,-1.02,0,2015-06-04,Multiple Observatories
HIP 67537,b,HIP 67537 b,Radial Velocity,0,1,2556.5,99.2,-94.9,0,4.91,0.14,-0.13,0,0.59,0.05,-0.02,0,,,,,11.1,0.4,-1.1,0,Msini,,,,,,,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.6,5.8,-5.8,0,116.43,0.65,-0.65,0,6.44,0.005,0,V (Johnson),6.165,,0,4985,100,-100,0,2.41,0.16,-0.16,0,8.69,0.88,-0.88,0,2017-04-27,Multiple Observatories
HIP 67851,b,HIP 67851 b,Radial Velocity,0,2,88.9,0.1,-0.1,0,0.46,0.02,-0.02,0,0.05,0.04,-0.04,0,,,,,1.38,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.17,,0,V (Johnson),5.882,,0,4890,100,-100,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,Multiple Observatories
HIP 67851,c,HIP 67851 c,Radial Velocity,0,2,2131.8,88.3,-88.3,0,3.82,0.23,-0.23,0,0.17,0.06,-0.06,0,,,,,5.98,0.76,-0.76,0,Msini,,,,,,,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,1.74,-1.65,0,64.24,0.17,-0.17,0,6.17,,0,V (Johnson),5.882,,0,4890,100,-100,0,1.63,0.22,-0.22,0,5.92,0.44,-0.44,0,2015-06-04,Multiple Observatories
HIP 70849,b,HIP 70849 b,Radial Velocity,0,1,17337.5,15512.5,-15512.5,0,20.25,15.75,-15.75,0,0.715,0.245,-0.245,0,,,,,9,6,-6,0,Msini,,,,,,,,,0,0,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,24.07,0.02,-0.02,0,24.07,0.02,-0.02,0,10.36,,0,V (Johnson),9.698,,0,4105,130,-130,0,0.63,0.03,-0.03,0,,,,0,2014-05-14,La Silla Observatory
HIP 71135,b,HIP 71135 b,Radial Velocity,0,1,87.19,0.381,-0.381,0,0.335,0.007,-0.007,0,0.21,0.13,-0.13,0,,,,0,0.05915,0.0129,-0.0129,0,Msini,,,,0,,,,0,0,0,0,0,14h32m52.22s,218.21759,-52d38m46.6s,-52.646271,32.36,,,0,32.36,0.05,-0.05,0,10.542,0.052,0,V (Johnson),,,,4146,107,-110,0,0.66,0.04,-0.04,0,,,,0,2019-05-23,Las Campanas Observatory
HIP 74890,b,HIP 74890 b,Radial Velocity,0,1,822.3,16.8,-16.8,0,2.1,0.09,-0.09,0,0.07,0.07,-0.07,0,,,,,2.4,0.3,-0.3,0,Msini,,,,,,,,,0,0,0,0,15h18m17.33s,229.572205,-41d25m14.1s,-41.42057,91.49,5.27,-5.27,0,78.83,0.26,-0.26,0,7.05,,0,V (Johnson),6.752,,0,4850,100,-100,0,1.74,0.21,-0.21,0,5.77,0.53,-0.53,0,2016-03-17,Multiple Observatories
HIP 78530,b,HIP 78530 b,Imaging,0,1,,,,,740,60,-60,0,,,,,,,,,23,1,-1,0,Mass,,,,,,,,,0,0,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,156.7,13,-13,0,,,,,7.192,0.011,0,V (Johnson),,,,10500,,,0,2.5,,,0,,,,,2015-04-01,Gemini Observatory
HIP 79098 AB,b,HIP 79098 AB b,Imaging,0,1,,,,0,345,6,-6,0,,,,0,,,,0,20.5,4.5,-4.5,0,Mass,,,,0,,,,0,0,0,0,0,16h08m43.72s,242.182175,-23d41m07.5s,-23.685415,146.3,2.5,-2.5,0,146.33,2.52,-2.52,0,5.86,0.01,0,V (Johnson),5.826,,0,,,,0,3.75,1.25,-1.25,0,,,,0,2019-07-11,Paranal Observatory
HIP 79431,b,HIP 79431 b,Radial Velocity,0,1,111.7,0.7,-0.7,0,0.36,,,0,0.29,0.02,-0.02,0,,,,0,2.1,,,0,Msini,,,,0,,,,0,0,0,0,0,16h12m41.77s,243.174057,-18d52m31.8s,-18.875504,14.54,0.03,-0.03,0,14.54,0.03,-0.03,0,11.34,,0,V (Johnson),10.235,,0,3368,,,0,0.42,,,0,0.54,,,0,2019-01-31,W. M. Keck Observatory
HIP 8541,b,HIP 8541 b,Radial Velocity,0,1,1560.2,53.9,-53.9,0,2.8,0.25,-0.25,0,0.16,0.06,-0.06,0,,,,,5.5,1,-1,0,Msini,,,,,,,,,0,0,0,0,01h50m06.33s,27.526375,-54d27m53.9s,-54.464962,168.63,17.35,-17.35,0,155.82,0.64,-0.64,0,7.88,,0,V (Johnson),7.561,,0,4670,100,-100,0,1.17,0.28,-0.28,0,7.83,1.02,-1.02,0,2016-03-17,Multiple Observatories
HIP 91258,b,HIP 91258 b,Radial Velocity,0,1,5.0505,0.0015,-0.0015,0,0.06,0,0,0,0.02,0.01,-0.01,0,,,,0,1.09,0.21,-0.21,0,Msini,,,,0,,,,0,0,0,0,0,18h36m53.15s,279.221466,+61d42m09.0s,61.702503,45.95,0.07,-0.07,0,45.95,0.07,-0.07,0,8.646,0.015,0,V (Johnson),8.45,,0,5519,70,-70,0,0.97,0.28,-0.28,0,0.89,0.03,-0.03,0,2018-09-06,Haute-Provence Observatory
HIP 97233,b,HIP 97233 b,Radial Velocity,0,1,1058.8,6.7,-6.7,0,2.55,0.05,-0.05,0,0.61,0.03,-0.03,0,,,,,20,0.4,-0.4,0,Msini,,,,,,,,,0,0,0,0,19h45m41.27s,296.421967,-00d41m47.9s,-0.696645,102.58,0.41,-0.41,0,102.58,0.41,-0.41,0,7.34,,0,V (Johnson),7.07,,0,5020,100,-100,0,1.93,0.11,-0.11,0,5.34,0.55,-0.55,0,2014-10-03,Multiple Observatories
HN Peg,b,HN Peg b,Imaging,0,1,,,,,773,13,-13,0,,,,,,,,,21.9987,9.42803,-9.42803,0,Mass,1.051,0.136,-0.058,0,,,,,0,0,0,0,21h44m31.33s,326.130554,+14d46m19.0s,14.771939,18.13,0.02,-0.02,0,18.13,0.02,-0.02,0,5.95,0.02,0,V (Johnson),5.811,,0,5974,,,0,1.1,,,0,1.04,,,0,2014-05-14,Spitzer Space Telescope
HR 2562,b,HR 2562 b,Imaging,0,1,,,,,20.3,0.3,-0.3,0,,,,,,,,,30,15,-15,0,Mass,1.11,0.11,-0.11,0,,,,,0,0,0,1,06h50m01.01s,102.504227,-60d14m56.9s,-60.249146,34.04,0.05,-0.05,0,34.04,0.05,-0.05,0,6.11,,0,V (Johnson),5.989,,0,,,,,1.3,,,0,,,,,2016-09-08,Gemini Observatory
HR 5183,b,HR 5183 b,Radial Velocity,0,1,27000,16000,-8000,0,18,6,-4,0,0.84,0.04,-0.04,0,,,,0,3.23,0.15,-0.14,0,Msini,,,,0,,,,0,0,0,0,1,13h46m57.12s,206.738007,+06d21m01.4s,6.350375,31.49,0.04,-0.04,0,31.49,0.04,-0.04,0,6.3,,0,V (Johnson),6.169,,0,5794,100,-100,0,1.07,0.04,-0.04,0,1.53,0.06,-0.05,0,2019-09-26,Multiple Observatories
HR 810,b,HR 810 b,Radial Velocity,0,1,302.79999,2.3,-2.3,0,0.92,0.02,-0.02,0,0.14,0.13,-0.13,0,,,,0,2.27,0.25,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,02h42m33.47s,40.639442,-50d48m01.1s,-50.800293,17.33,0.02,-0.02,0,17.33,0.02,-0.02,0,5.41,,0,V (Johnson),5.224,,0,6167,24,-24,0,1.34,0.13,-0.13,0,1.13,0.02,-0.02,0,2018-09-06,La Silla Observatory
HR 858,b,HR 858 b,Transit,0,3,3.58599,0.00015,-0.00015,0,0.048,0.001,-0.0011,0,0.3,,,1,85.5,1.5,-0.5,0,,,,0,,0.186,0.006,-0.006,0,,,,0,0,0,0,0,02h51m56.25s,42.98436,-30d48m52.3s,-30.81452,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.4,,0,V (Johnson),6.248,,0,6201,50,-50,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 858,c,HR 858 c,Transit,0,3,5.97293,0.0006,-0.00053,0,0.0674,0.0014,-0.0016,0,0.19,,,1,86.23,0.26,-0.26,0,,,,0,,0.173,0.006,-0.006,0,,,,0,0,0,0,0,02h51m56.25s,42.98436,-30d48m52.3s,-30.81452,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.4,,0,V (Johnson),6.248,,0,6201,50,-50,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 858,d,HR 858 d,Transit,0,3,11.23,0.0011,-0.001,0,0.1027,0.0022,-0.0025,0,0.28,,,1,87.43,0.18,-0.19,0,,,,0,,0.193,0.008,-0.007,0,,,,0,0,0,0,0,02h51m56.25s,42.98436,-30d48m52.3s,-30.81452,31.99,0.07,-0.07,0,31.99,0.07,-0.07,0,6.4,,0,V (Johnson),6.248,,0,6201,50,-50,0,1.15,0.07,-0.08,0,1.31,0.02,-0.02,0,2019-07-25,Transiting Exoplanet Survey Satellite (TESS)
HR 8799,b,HR 8799 b,Imaging,0,4,170000,,,0,68,,,0,,,,,,,,,7,4,-2,0,Mass,1.2,0.1,-0.1,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.4,0.1,-0.1,0,41.29,0.15,-0.15,0,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,,,,0,,,,0,2014-05-14,Gemini Observatory
HR 8799,c,HR 8799 c,Imaging,0,4,69000,,,0,38,,,0,,,,,,,,,10,3,-3,0,Mass,1.2,0.1,0,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.4,0.1,-0.1,0,41.29,0.15,-0.15,0,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,,,,0,,,,0,2014-05-14,Gemini Observatory
HR 8799,d,HR 8799 d,Imaging,0,4,37000,,,0,24,,,0,,,,,,,,,10,3,-3,0,Mass,1.2,0.1,0,0,,,,,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.4,0.1,-0.1,0,41.29,0.15,-0.15,0,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,,,,0,,,,0,2014-05-14,W. M. Keck Observatory
HR 8799,e,HR 8799 e,Imaging,0,4,,,,0,16.4,2.1,-1.1,0,0.15,0.08,-0.08,0,25,8,-8,0,10,7,-4,0,Mass,1.17,0.13,-0.11,0,,,,0,0,0,0,2,23h07m28.72s,346.869659,+21d08m03.3s,21.134251,39.4,0.1,-0.1,0,41.29,0.15,-0.15,0,5.953,0.01,0,V (Johnson),5.898,,0,7400,,,0,,,,0,,,,0,2019-06-27,W. M. Keck Observatory
HU Aqr,b,HU Aqr AB b,Eclipse Timing Variations,1,2,2390,4,-4,0,3.6,0.8,-0.8,0,0,,,0,90,,,0,5.9,0.6,-0.6,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,1,21h07m58.19s,316.99245,-05d17m40.5s,-5.294575,192.2,2.33,-2.33,0,192.2,2.33,-2.33,0,,,,,16.472,,0,,,,0,0.88,,,0,,,,0,2019-10-24,Yunnan Astronomical Observatory
HU Aqr,c,HU Aqr AB c,Eclipse Timing Variations,1,2,4368,515,-515,0,5.4,0.9,-0.9,0,0.51,0.15,-0.15,0,90,,,0,4.5,0.5,-0.5,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,1,21h07m58.19s,316.99245,-05d17m40.5s,-5.294575,192.2,2.33,-2.33,0,192.2,2.33,-2.33,0,,,,,16.472,,0,,,,0,0.88,,,0,,,,0,2019-10-24,Yunnan Astronomical Observatory
HW Vir,b,HW Vir b,Eclipse Timing Variations,0,1,4640,70,-70,0,4.69,0.06,-0.06,0,0.4,0.1,-0.1,0,80.9,,,0,14.48228,1.01275,-1.01275,0,Msin(i)/sin(i),,,,0,,,,0,0,0,0,0,12h44m20.24s,191.08432,-08d40m16.8s,-8.671344,181,20,-20,0,172.5,2.53,-2.53,0,10.692,0.069,0,V (Johnson),10.61,,0,,,,0,0.48,0.01,-0.01,0,,,,0,2019-10-24,McDonald Observatory
IC 4651 9122,b,IC 4651 9122 b,Radial Velocity,0,1,734,8.1,-8.1,0,2.038,0.039,-0.039,0,0.18,0.09,-0.09,0,,,,0,6.3,0.5,-0.5,0,Msini,,,,0,,,,0,0,0,0,0,17h24m50.07s,261.208618,-49d56m56.1s,-49.948917,879.38,33.18,-33.18,0,879.38,33.18,-33.18,0,,,,,10.534,,0,,,,0,2.1,,,0,,,,0,2018-07-19,La Silla Observatory
K2-10,b,K2-10 b,Transit,0,1,19.3044,0.0012,-0.0012,0,,,,,0.31,0.16,-0.18,0,,,,,0.08495,0.05349,-0.05034,0,Mass,0.343,0.031,-0.03,0,2.6,2.1,-1.6,0,0,0,1,0,11h28m29.27s,172.121964,+01d41m26.3s,1.690636,274.48,3.1,-3.1,0,274.48,3.1,-3.1,0,12.418,0.02,0,V (Johnson),12.216,,0,5620,70,-70,0,0.92,0.05,-0.05,0,0.98,0.08,-0.08,0,2016-02-11,K2
K2-100,b,K2-100 b,Transit,0,1,1.673833,4.9E-05,-5E-05,0,0.0296,0.0002,-0.0002,0,,,,0,,,,0,,,,0,,0.32,0.012,-0.012,0,,,,0,0,0,1,2,08h38m24.30s,129.601257,+20d06m21.8s,20.106064,190.04,2.44,-2.44,0,189.95,2.45,-2.45,0,10.651,0.089,0,V (Johnson),10.405,,0,6168,62,-62,0,1.23,0.02,-0.02,0,1.22,0.02,-0.02,0,2018-10-26,K2
K2-101,b,K2-101 b,Transit,0,1,14.677286,0.000828,-0.000804,0,,,,,0.1,0.18,-0.08,0,89.4,0.4,-0.5,0,,,,,,0.178,0.009,-0.009,0,,,,,0,0,1,1,08h41m22.58s,130.344086,+18d56m01.9s,18.933874,189.33,2.11,-2.11,0,189.33,2.11,-2.11,0,12.957,0.02,0,V (Johnson),12.662,,0,4819,45,-45,0,0.8,0.06,-0.06,0,0.73,0.03,-0.03,0,2016-12-21,K2
K2-102,b,K2-102 b,Transit,0,1,9.915615,0.001209,-0.001195,0,,,,,0.1,0.16,-0.07,0,89,0.6,-0.6,0,,,,,,0.116,0.009,-0.009,0,,,,,0,0,1,1,08h40m13.45s,130.056046,+19d46m43.7s,19.778811,189.17,2.05,-2.05,0,189.17,2.05,-2.05,0,13.2,0.01,0,V (Johnson),12.847,,0,4695,50,-50,0,0.77,0.06,-0.06,0,0.71,0.03,-0.03,0,2016-12-21,K2
K2-104,b,K2-104 b,Transit,0,1,1.974238,0.00011,-0.00011,0,0.023,0.001,-0.001,0,0.09,0.167783,-0.07267,0,88,1.34,-1.48,0,,,,0,,0.175,0.013,-0.013,0,,,,0,0,0,1,1,08h38m32.82s,129.636749,+19d46m25.8s,19.773829,190.21,3.92,-3.92,0,190.21,3.92,-3.92,0,15.149,,0,Kepler-band,15.395,,0,3546.46,98.71,-94.56,0,0.43,0.06,-0.07,0,0.49,0.03,-0.03,0,2017-10-26,K2
K2-105,b,K2-105 b,Transit,0,1,8.267704,0.00035,-0.000318,0,0.0796,0.0007,-0.0007,0,,,,0,,,,0,,,,0,,0.301,0.011,-0.011,0,,,,0,0,0,1,0,08h21m40.87s,125.42028,+13d29m51.1s,13.49753,199.28,1.5,-1.5,0,199.11,1.55,-1.55,0,11.752,0.195,0,V (Johnson),11.712,,0,5464,65,-65,0,0.99,0.03,-0.03,0,0.91,0.01,-0.01,0,2018-10-26,K2
K2-107,b,K2-107 b,Transit,0,1,3.313959,2.4E-05,-2.4E-05,0,0.0475,0.0006,-0.0006,0,,,,0,,,,0,,,,0,,1.426,0.049,-0.049,0,,,,0,0,0,1,1,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,696.95,19.71,-19.71,0,698.11,20.51,-20.51,0,12.92,0.01,0,V (Johnson),12.767,,0,6061,96,-96,0,1.3,0.05,-0.05,0,1.81,0.06,-0.06,0,2018-10-26,K2
K2-108,b,K2-108 b,Transit,0,1,4.733999,0.000221,-0.000227,0,0.0581,0.0009,-0.0009,0,,,,0,,,,0,,,,0,,0.476,0.019,-0.019,0,,,,0,0,0,1,0,08h13m31.65s,123.381874,+16d25m10.6s,16.419609,484.99,9.78,-9.78,0,483.8,10.08,-10.08,0,12.33,0.01,0,V (Johnson),12.17,,0,5599,87,-87,0,1.17,0.06,-0.06,0,1.76,0.04,-0.04,0,2018-10-26,K2
K2-11,b,K2-11 b,Transit,0,1,39.93767,0.23229,-0.23229,0,0.2257,0.0143,-0.0143,0,,,,,,,,,,,,,,0.674,0.832,-0.832,0,,,,,0,0,1,0,11h16m10.08s,169.042007,+01d59m12.6s,1.98684,332.46,2.69,-2.69,0,332.46,2.69,-2.69,0,13.386,0.09,0,V (Johnson),13.15,,0,5433,49,-144,0,1.35,0.04,-0.56,0,5.15,0.2,-4.39,0,2015-07-16,K2
K2-110,b,K2-110 b,Transit,0,1,13.86387,0.000325,-0.000329,0,0.1027,0.0011,-0.0011,0,,,,0,,,,0,,,,0,,0.228,0.006,-0.006,0,,,,0,0,0,1,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,116.84,0.43,-0.43,0,116.87,0.43,-0.43,0,11.915,0.07,0,V (Johnson),11.663,,0,4950,58,-58,0,0.75,0.02,-0.02,0,0.71,0.01,-0.01,0,2018-10-26,K2
K2-111,b,K2-111 b,Transit,0,1,5.35117,0.00055,-0.00055,0,0.0621,0.0092,-0.0085,0,0,,,0,86.2,1,-1,0,0.02706,0.01227,-0.01227,0,Mass,0.17,0.018,-0.018,0,6.6,4.5,-3.2,0,0,0,1,0,03h59m33.54s,59.889755,+21d17m55.3s,21.298685,201.51,2.74,-2.74,0,201.51,2.74,-2.74,0,11.137,0.04,0,V (Johnson),10.929,,0,5730,50,-50,0,0.88,0.02,-0.02,0,1.23,0.1,-0.1,0,2017-05-10,K2
K2-113,b,K2-113 b,Transit,0,1,5.817685,4.1E-05,-4.1E-05,0,0.0642,0.0009,-0.0009,0,,,,0,,,,0,,,,0,,1.083,0.031,-0.031,0,,,,0,0,0,1,1,01h17m47.83s,19.449286,+06d52m08.0s,6.868895,649.75,13.49,-13.49,0,647.61,13.83,-13.83,0,13.684,0.03,0,V (Johnson),13.504,,0,5660,87,-87,0,1.04,0.04,-0.04,0,1.24,0.03,-0.03,0,2018-10-26,K2
K2-114,b,K2-114 b,Transit,0,1,11.391013,0.000224,-0.000225,0,0.0954,0.0011,-0.0011,0,,,,0,,,,0,,,,0,,0.952,0.032,-0.032,0,,,,0,0,0,1,0,08h31m31.91s,127.882965,+11d55m20.2s,11.922265,484.8,7.97,-7.97,0,482.29,8.28,-8.28,0,14.556,0.02,0,V (Johnson),14.275,,0,5044,68,-68,0,0.89,0.03,-0.03,0,0.84,0.02,-0.02,0,2018-10-26,K2
